epoch	loss	acc	val_loss	val_acc
0	2.9344908880586384	0.13697478996605433	2.384415511316901	0.12751677857349383
1	2.665704307636293	0.13613445383160055	2.549731257777886	0.13758389261744966
2	2.589806278212732	0.14285714288218682	2.4831771514559753	0.15436241610738255
3	2.286608938008797	0.22521008405865742	2.1807861728156173	0.12416107382550336
4	1.8722431295058306	0.3470588235794997	3.3331091595976146	0.23489932905907598
5	1.5735549153400068	0.40420168072235685	1.672309121029489	0.4395973156362572
6	1.299591026386293	0.5134453781512605	1.6776217566240554	0.46979865851818314
7	1.0963280225000462	0.588235294217823	2.9165475288493523	0.4429530201342282
8	0.9571658477061937	0.6327731092687414	2.052826034942729	0.47651006711409394
9	0.8570535735923703	0.6848739496299199	1.0619718356420529	0.5637583894617606
10	0.7364896156206853	0.7159663866547977	0.8308050760486781	0.6510067114093959
11	0.6499733707484077	0.7596638654460426	0.6652492484790367	0.7348993292590916
12	0.5887697255411068	0.7756302522010162	0.7984204204290505	0.7046979873772435
13	0.47732040716820406	0.8151260505203439	0.6662982886269588	0.7516778531490557
14	0.41288534792281	0.8394957983193277	0.6538417787359865	0.8020134224187607
15	0.37147041373893996	0.8739495798319328	0.6285645657737783	0.7382550343571094
16	0.3072763803626309	0.8899159664867305	0.9521199696816054	0.7583892625450288
17	0.31160848801877317	0.8823529410762947	4.848538129921727	0.3590604027845716
18	0.3337175148437504	0.8798319327731092	0.4602308301317612	0.8489932889906352
19	0.241433470589774	0.9151260503199922	1.3884087368945948	0.7080536908751366
20	0.2446482686435475	0.8957983193277311	1.7121113034702788	0.661073826303418
21	0.17625697595732553	0.9378151259502443	0.6506664264922174	0.8288590612027469
22	0.14844247911657607	0.9487394957983193	0.31388608161235015	0.9060402680563446
23	0.15562638485131144	0.9453781511603283	0.2650373080032784	0.9060402676563135
24	0.1271891871670715	0.9504201680672268	0.7977323244082047	0.8255033553046668
25	0.10867945552967927	0.9605042016806723	0.27640150152396836	0.9161073817502732
26	0.1475679013158093	0.9537815125048661	0.9595525916790802	0.8053691271167474
27	0.0811858704708861	0.973109243697479	0.27485244186132546	0.9161073817502732
28	0.11054451093703759	0.9655462183872191	1.940046462236635	0.775167784434837
29	0.09190369813757784	0.9689075630252101	0.31189080542766007	0.9127516770522867
30	0.10347451887116964	0.9630252100840336	0.3272476396304649	0.9060402676563135
31	0.0915604076215199	0.9722689074628493	0.5236893868286338	0.8557046983866083
32	0.07635197185543405	0.973109243697479	0.5805336000935343	0.8791946300724208
33	0.04435838681015679	0.9823529411764705	0.40743330962355906	0.889261744966443
34	0.05012730240133129	0.9823529410762947	0.9092108551287811	0.7583892613449352
35	0.08062292936281497	0.973109243697479	0.4470545327628419	0.9026845641584205
36	0.08082328387418715	0.9731092435973031	0.9158791879679533	0.7852348989288279
37	0.0551323521600551	0.984873949479656	0.519930800935566	0.8523489924885282
38	0.0462946623058974	0.9865546218487395	0.36959156130234266	0.9328859052402061
39	0.03622361149388451	0.989075630151925	1.3458808056460132	0.7147650998710786
40	0.06255614938950088	0.9789915965384796	0.9138434479300608	0.7852348985287967
41	0.04845154692708444	0.9840336134453781	0.1521048572308215	0.9496644291301701
42	0.028298707012118413	0.9932773109243698	0.1692526992535431	0.9563758381261122
43	0.0531731553599258	0.9823529411764705	0.38564937816770284	0.9261744970443265
44	0.041067380099674734	0.9857142857142858	0.25357616316502124	0.9429530193341659
45	0.054342751429189276	0.9840336134453781	0.17844939570961482	0.9496644295302014
46	0.022574264778043418	0.9907563025210084	0.21101906836257886	0.9328859060402684
47	0.031258985795425014	0.9899159663865547	0.3417568654822023	0.9395973146361792
48	0.04523685464885931	0.984873949579832	0.2993805146957404	0.949664428730139
49	0.06420701031779534	0.9789915966386554	0.287140676850178	0.9362416111382862
50	0.03635726523812578	0.9899159662863788	1.6505173092720493	0.6812080528912128
51	0.05062132839410871	0.9865546218487395	0.3299648828754489	0.9295302005422196
52	0.04693954605296129	0.9857142857142858	0.6292847498951343	0.9060402676563135
53	0.04853819919703137	0.9789915965384796	0.20652870636358356	0.9194630864482598
54	0.03860856600011848	0.984873949579832	0.424823739586223	0.889261744966443
55	0.034675714689866494	0.9882352941176471	0.11835314512827852	0.9563758389261745
56	0.026294454689599386	0.9915966386554622	0.14201130332962777	0.9530201334281255
57	0.04051555835684965	0.9899159663865547	0.16448642505995378	0.949664428730139
58	0.01706986816418005	0.9949579831932773	0.12000879775357727	0.9664429522200719
59	0.05671679516236822	0.9831932773109243	0.3753033692404728	0.9093959739544247
60	0.018764599916689537	0.9941176469586477	1.238379233635512	0.808724831814734
61	0.04780099550888193	0.9840336134453781	0.1681384714257797	0.9530201334281255
62	0.030249359667645533	0.9873949579831933	0.14880294790303947	0.9530201342281879
63	0.03963874336175558	0.9899159662863788	0.26602516398333864	0.9362416099381927
64	0.04025094132340208	0.9890756302521009	0.18741477578378363	0.9563758381261122
65	0.021965227957556666	0.992436974789916	0.7663823054140846	0.8590604022845326
66	0.06918876639140785	0.9823529411764705	0.21518509810276318	0.9429530201342282
67	0.0251478603024607	0.9907563025210084	0.26927574012341016	0.9530201342281879
68	0.018355087151392873	0.9932773109243698	0.266582011526463	0.9530201334281255
69	0.013641557322830714	0.9966386554621849	0.15414110471138218	0.9597315428240988
70	0.020911795403436607	0.9932773109243698	0.38897263318700276	0.9295302005422196
71	0.04075995669230631	0.9823529411764705	0.24218088693466763	0.9496644295302014
72	0.012321124737495321	0.9957983193277311	0.22938988569986402	0.9563758389261745
73	0.023606025607094263	0.9882352941176471	0.20333184134808913	0.9664429530201343
74	0.010185852963986079	0.9966386554621849	0.36449222036656115	0.9328859052402061
75	0.04428869710116013	0.9840336133452022	0.4941843005034747	0.8926174488643672
76	0.027856160985000683	0.9915966386554622	0.2880556744979632	0.9429530201342282
77	0.03434765236364177	0.9915966386554622	0.23306568156952825	0.946308725232246
78	0.0033856187063707587	0.9983193277310924	0.766299700576987	0.8691275171785546
79	0.01766489283465428	0.992436974789916	0.2326979367406226	0.9530201334281255
80	0.02363853566167571	0.992436974789916	0.2203167648423438	0.9429530193341659
81	0.017316378210084277	0.9957983192275552	0.3349691395891593	0.9328859052402061
82	0.012192427422917358	0.9966386554621849	0.17787773968439374	0.9530201342281879
83	0.010507211818735452	0.9966386554621849	1.422940097399206	0.8255033553046668
84	0.02445412887272057	0.9932773109243698	0.15345458625956446	0.9664429530201343
85	0.01528680745410506	0.9932773109243698	0.5995217749673948	0.9060402684563759
86	0.028618171674488546	0.9915966386554622	0.2252482126825161	0.9630872475220853
87	0.002526491994093008	0.9991596638655462	0.32175112334970735	0.9395973146361792
88	0.04317686472718111	0.9915966387556381	0.34831393385093484	0.9194630864482598
89	0.02319680603731354	0.9957983193277311	0.16034113138917233	0.959731543624161
90	0.012794871556331959	0.9966386554621849	0.2381485785070913	0.9563758389261745
91	0.012442335292027809	0.9957983193277311	0.18090820040135025	0.9530201342281879
92	0.0350687279674115	0.992436974789916	0.19415714139518822	0.9496644295302014
93	0.019139705984187978	0.9941176469586477	0.2006391165778041	0.9530201342281879
94	0.02257209138024795	0.9941176470588236	0.20882305160052325	0.9563758381261122
95	0.013063687525157417	0.9957983193277311	0.20331403313067137	0.9563758381261122
96	0.008548867222368757	0.9974789915966387	0.4094336898934921	0.9295302005422196
97	0.009923626629069756	0.9983193277310924	0.0924700391196588	0.9664429530201343
98	0.004268000983293638	0.9991596638655462	0.216747328973224	0.9496644295302014
99	0.02235530598246602	0.9932773108241939	0.5829272778242226	0.8892617445664118
100	0.01272766070435333	0.9983193277310924	0.1869817776464851	0.9697986577181208
101	0.021188349741023862	0.9957983193277311	0.1369893323855112	0.9563758389261745
102	0.01592498724177759	0.9957983193277311	0.3040454920706333	0.9295302005422196
103	0.017828500957131392	0.9949579832934532	0.7132007467666729	0.8825503347704075
104	0.017340835655426524	0.9932773108241939	0.32313707904677663	0.9127516770522867
105	0.014202508338244765	0.9941176470588236	0.12730977147967623	0.9865771804079914
106	0.007742115163939864	0.9957983192275552	0.4027913376788965	0.9228187923463399
107	0.030747263702743617	0.9890756302521009	0.30236153246447345	0.9429530201342282
108	0.0045209063083508656	0.9974789915966387	0.2179693487135306	0.9530201334281255
109	0.011383459998070685	0.9957983193277311	0.15482713412430962	0.9630872483221476
110	0.018927100903806796	0.9941176470588236	0.25484991433636456	0.949664428730139
111	0.009996463487290644	0.9957983192275552	0.48839310766666527	0.9228187919463087
112	0.006432448184467899	0.9966386554621849	0.22101352065207824	0.9630872483221476
113	0.008719803153404168	0.9966386554621849	0.19476118073767465	0.9630872475220853
114	0.004934290704548923	0.9983193277310924	0.2856170012546866	0.9563758381261122
115	0.02399977948731829	0.9932773109243698	0.1830719756454717	0.9630872483221476
116	0.0031806440087487264	0.9991596638655462	0.18368830167988842	0.9664429522200719
117	0.01212894134981628	0.9957983193277311	0.30275287934197675	0.9429530193341659
118	0.016334399892751688	0.9932773109243698	0.2838779069333269	0.9362416099381927
119	0.0016977740941934107	1.0	0.6009674106768313	0.8993288590604027
120	0.03958782472647971	0.9915966386554622	0.3133160160329418	0.9295302013422819
121	0.01947180615076885	0.9941176470588236	0.362689745606192	0.9261744966442953
122	0.025367291427502103	0.9932773109243698	0.2484571206314652	0.9463087240321524
